,Type,id,Name,Start Date,End Date,Host Name,Event URL,description,url
10,Event,1618047,American Pool Career Corner,2024-11-20T10:00:00.000-05:00,2024-11-20T14:00:00.000-05:00,"University of Maryland, Baltimore County",,"<p><a target=""_blank"" href=""https://americanpool.com/"">American Pool,</a> is your premier partner for customized swimming pool management and maintenance services across Maryland, Virginia, and Washington DC.</p><p>Join us for an exciting opportunity to become a certified lifeguard, equipped with essential first aid, CPR, and AED skills through our comprehensive training programs. Our seasonal positions are ideal for high school and college students, offering not just a fun first job but also valuable lessons in responsibility and communication while ensuring a safe and clean swimming environment. These opportunities are first year friendly!</p><p>For those eager to dive in sooner, we have indoor part-time positions available before May 2024. Take advantage of our early-season offer with significantly discounted lifeguard certification classes, exclusively designed for students like you.</p><p>Embark on a rewarding journey with American Pool, where safety, professionalism, and growth opportunities await.Â </p><p><a target=""_blank"" href=""https://guardforlife.com/"">Apply now to make a splash in your career!</a></p>",https://app.joinhandshake.com/stu/events/1618047
11,Event,1623056,Maryland Department of Juvenile Services Career Corner,2024-11-21T10:00:00.000-05:00,2024-11-21T13:00:00.000-05:00,"University of Maryland, Baltimore County",,"<p>Stop by the Career Corner and learn about available opportunities with the Maryland Department of Juvenile Services.</p><p><a target=""_blank"" href=""https://www.maryland.gov/Pages/default.aspx"">Department of Juvenile Services (DJS</a>) primarily seeking students pursuing Criminal Justice or any behavioral sciences, but they offer a wide range of opportunities for various fields.</p><p>Whether you’re a freshman or a graduating senior, everyone is encouraged to apply!</p><p><a target=""_blank"" href=""https://jobapscloud.com/MD/?Keyword=&amp;Loc=&amp;DeptNumber=40&amp;OccList=&amp;JobType=&amp;KeywordFullText=0"">Please click here to explore opportunities with the Maryland Department of Juvenile Services</a>.</p><p>The <a target=""_blank"" href=""https://djs.maryland.gov/Pages/default.aspx"">Maryland Department of Juvenile Services (DJS)</a><a target=""_blank"" href=""https://my3.my.umbc.edu/groups/careers/events/134958/null""> </a>is a state executive agency dedicated to managing, supervising, and treating youth involved in the juvenile justice system. From the moment a youth enters a juvenile intake center until they return to the community after treatment, DJS is involved in nearly every stage of the process.</p><p>Our Mission is to transform young lives, create safer communities, and establish equitable systems through community partnerships that hold youth accountable while building on their strengths and our vision is to provide pathways to success for youth and families across Maryland through collaborative efforts.<br> </p>",https://app.joinhandshake.com/stu/events/1623056
12,Event,1640177,Intern Success Practicum: Virtual Reflection Session,2024-11-21T14:00:00.000-05:00,2024-11-21T15:00:00.000-05:00,"University of Maryland, Baltimore County",,"<p>Join us for a virtual reflection session for students enrolled in the Fall 2024 Intern Success Practicum! Your attendance and participation will count as your ""Professional Development Workshop."" We'll discuss your experience thus far, any challenges you are facing, what you have enjoyed, and more.</p><p>RSVP is REQUIRED in order to participate.  Please RSVP in Handshake. </p><p><br> </p>",https://app.joinhandshake.com/stu/events/1640177
13,Event,1639942,Intern Success Practicum: Virtual Reflection Session,2024-11-22T12:00:00.000-05:00,2024-11-22T13:00:00.000-05:00,"University of Maryland, Baltimore County",,"<p>Join us for a virtual reflection session for students enrolled in the Fall 2024 Intern Success Practicum! Your attendance and participation will count as your ""Professional Development Workshop."" We'll discuss your experience thus far, any challenges you are facing, what you have enjoyed, and more.</p><p> </p><p>An RSVP is required to join this session so please do so through your Handshake account! </p>",https://app.joinhandshake.com/stu/events/1639942
14,Event,1631571,FREE Virtual Session: Avoiding Teacher Burnout,2024-11-18T12:00:00.000-05:00,2024-11-18T12:30:00.000-05:00,Cherokee County School District (GA),https://bit.ly/m/Cherokee2024VirtualSessions,"<p>Join us for a free virtual session! </p><p>Throughout the school year, Cherokee County School District offers 30-minute workshops designed for future educators. These sessions are  conveniently scheduled so that you can listen in while commuting or between classes.</p><p><strong>No active participation is required!</strong></p><p><strong>Join in and listen like a podcast! </strong></p><p>You can view the topics and pre-register using this link: <a target=""_blank"" href=""https://nam02.safelinks.protection.outlook.com/?url=https%3A%2F%2Fbit.ly%2Fm%2FCherokee2024VirtualSessions&amp;data=05%7C02%7CChristina.Saraiva%40cherokeek12.net%7C6e4c9fbdd60c49a9bee008dcddaacc6b%7Cafc04b26089b4cd6b9f02a3f280913be%7C0%7C0%7C638628972875371934%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C0%7C%7C%7C&amp;sdata=aixz4WGWwFvwf5Go0quz4sZaYCLrwpBA2vTgRbyPk74%3D&amp;reserved=0"">Professional Development Virtual Sessions</a>. You will also use this link to join the session by clicking on the session title. </p><p>Can't make it? <i>RSVP to the event and we will send a recording!</i></p>",https://app.joinhandshake.com/stu/events/1631571
15,Event,1631570,FREE Virtual Session: Avoiding Teacher Burnout,2024-11-18T16:00:00.000-05:00,2024-11-18T16:30:00.000-05:00,Cherokee County School District (GA),https://bit.ly/m/Cherokee2024VirtualSessions,"<p>Join us for a free virtual session! </p><p>Throughout the school year, Cherokee County School District offers 30-minute workshops designed for future educators. These sessions are  conveniently scheduled so that you can listen in while commuting or between classes.</p><p><strong>No active participation is required!</strong></p><p><strong>Join in and listen like a podcast! </strong></p><p>You can view the topics and pre-register using this link: <a target=""_blank"" href=""https://nam02.safelinks.protection.outlook.com/?url=https%3A%2F%2Fbit.ly%2Fm%2FCherokee2024VirtualSessions&amp;data=05%7C02%7CChristina.Saraiva%40cherokeek12.net%7C6e4c9fbdd60c49a9bee008dcddaacc6b%7Cafc04b26089b4cd6b9f02a3f280913be%7C0%7C0%7C638628972875371934%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C0%7C%7C%7C&amp;sdata=aixz4WGWwFvwf5Go0quz4sZaYCLrwpBA2vTgRbyPk74%3D&amp;reserved=0"">Professional Development Virtual Sessions</a>. You will also use this link to join the session by clicking on the session title. </p><p>Can't make it? <i>RSVP to the event and we will send a recording!</i></p>",https://app.joinhandshake.com/stu/events/1631570
16,Event,1642178,Early Contract Info Session for Educators #3,2024-11-18T17:00:00.000-05:00,2024-11-18T18:00:00.000-05:00,Providence Public School Department,https://docs.google.com/forms/d/e/1FAIpQLSfv1MYIs2XyTLCAR3mBnJM0JK2mxSiAjlHkNu0z3m8k4SYJTg/formResponse,"<p><strong>Providence Public Schools </strong>is excited to announce the launch of our Early Contract Hiring Fair, providing a unique opportunity for prospective employees to connect with the District and secure an early contract for the 2025-2026 school year. </p><p>This November<strong> </strong>we will be hosting three virtual info sessions in which you will be able to learn more about who we are, opportunities within PPSD, and how to obtain an Early Contract for the 25'-26' academic school year.  </p><p>Please make sure to <strong>RSVP </strong>by completing the registration form. If you are having trouble registering or have questions, please reach out to <a href=""mailto:careers@ppsd.org"">careers@ppsd.org</a>.</p>",https://app.joinhandshake.com/stu/events/1642178
17,Event,1644521,Excel in Your Future PT Career: Interview Tips & Tricks for New Graduate Therapists!,2024-11-18T21:00:00.000-05:00,2024-11-18T22:00:00.000-05:00,Confluent Health,https://confluenthealth.com/empowering-future-practitioners/,"<p>Join Confluent Health in our upcoming “Excel in PT Series” virtual session featuring this month’s expert: Doug Free, PT, DPT, OCS of RET Physical Therapy</p><p>This month's event will cover interview tips and tricks for student Physical and Occupational Therapists!</p><p>Register on Handshake to secure your spot! Each Excel in PT Series virtual event will be recorded and sent to all registrants – even if you cannot attend live, make sure to register so you don’t miss out on this valuable information! </p><p>For questions or recommendations for future Excel in PT topics, please reach out to us at UniversityRelations@GoConfluent.com.</p>",https://app.joinhandshake.com/stu/events/1644521
18,Event,1651270,Sales Leader Career Journey and Wholesaler Day in the Life by Eagle Life,2024-11-19T11:00:00.000-05:00,2024-11-19T12:00:00.000-05:00,Coalition for Equity in Wholesaling,,"<p>The Coalition for Equity in Wholesaling, the leading collaboration of financial services companies in America, dedicated to expanding access, resources, education, and networking opportunities to diverse students to encourage career selection within financial services, is pleased to extend an exclusive invitation to attend our upcoming webinar hosted by Eagle Life.</p><p>Please join us as multiple members of the Eagle Life team share their career journey in various roles within the sales organization. You will hear from sales leadership and external wholesalers providing insights into their roles, experience and career crossroads. We will end the session with an open Q&amp;A portion.</p><p>This webinar will take place on Tuesday, November 19 from 10:00 a.m. - 11:00 a.m. <strong>CST</strong>. If you have any questions, please contact Shane Muldrow at shanene.muldrow@equitable.com.</p>",https://app.joinhandshake.com/stu/events/1651270
19,Event,1623563,Sentara Registered Nurse Lunch & Learn,2024-11-19T12:00:00.000-05:00,2024-11-19T12:30:00.000-05:00,Sentara,,"<p>Let's have lunch together!</p><p> I'm Christina Berry, Sentara's RN Student Liaison and I am hosting live lunch &amp; learn sessions for the month of September!</p><p>If you're curious about Sentara and would like to network with me, this is our time to do just that!</p><p>Let’s talk about how to apply, Sentara’s Nurse Residency Program, Summer internships, and benefits of working with Sentara. </p><p> </p><p>Mark your calendar and join me:</p><p>Tuesday, November 19, 2024, 12-12:30 pm EST</p><p>Join me at this link: <a target=""_blank"" href=""https://bit.ly/3zk9NM9"">https://bit.ly/3zk9NM9</a></p><p> </p><p>Don’t forget to look for Sentara sponsored events that can be pivotal in your job search!  Make that all-important face-to-face connection with the Sentara hiring managers.  Check for upcoming events at your preferred location at www.sentaracareers.com/events.</p><p>I look forward to connecting with you soon!</p>",https://app.joinhandshake.com/stu/events/1623563
20,Event,1634500,Navigating USAJOBS & Introduction to Federal Resume Writing (19 NOV 2024),2024-11-19T12:00:00.000-05:00,2024-11-19T14:00:00.000-05:00,Army Civilian Careers,,"<p>Army Civilian Careers invites you to participate in a virtual informational session on federal resume writing, navigating USAJOBS website, including paid internships and fellowships in the federal government. We are a values-based community of nearly 300,000 federal civilian employees, much like those in other U.S. Federal Agencies, e.g., State, NASA, Commerce, Justice, and Education. These are strictly civilian positions. </p><p> </p><p>Applying for employment on USAJOBS can be a challenging process, but we are here to help! In this session we will walk through the application process to include the questionnaire, discuss resume formats, preferences, required documents to include, and how to align your experience with the job qualifications. This class is designed specifically to help you develop your federal resume and address key areas in the job announcement to make you an eligible applicant. In this session we will cover: </p><p> </p><ul>
<li>The Army Student Intern Program </li>
<li>The Army Fellows Program </li>
<li>How to create a USAJOBs account</li>
<li>Applying for federal jobs </li>
<li>How to navigate USAJOBS</li>
<li>Application announcement information – what the words really mean. </li>
<li>Beginning steps to writing a federal resume</li>
</ul><p> </p><p><strong>Note:</strong> This session will be conducted via MS Teams, and you will need to download the application to view the session in its entirety. It is not recommended to utilize cellphone unless able to view the slide presentation. </p>",https://app.joinhandshake.com/stu/events/1634500
21,Event,1647859,"Wait, wait, I need a plan! How to find your purpose in life—and a job",2024-11-19T13:30:00.000-05:00,2024-11-19T14:30:00.000-05:00,Handshake,,"<p>The holiday break is just around the corner. For many students, this break signifies a time to relax and unwind—but some of you may be anticipating (and dreading!) being asked the quintessential <i>""what are you doing with your life?""</i> question by loved ones.</p><p>To help you navigate this potentially confusing and stressful time, Handshake will host notable author, professor, and speaker, Suzy Welch, for a fireside chat with Chief Education Strategy Officer Christine Cruzvergara, who has coached thousands of students on their careers, on self-discovery and future planning. During this time, both speakers will share insights on how you can prepare for life after graduation, navigate the nuances of the job market, and answer live Q&amp;A from attendees.</p><p><u>Christine Cruzvergara</u></p><p>Christine Cruzvergara is the Chief Education Strategy Officer at Handshake. Inspired by her own experience as a first-generation college student, she’s held senior-level positions and board roles at Wellesley College, George Mason University, Georgetown University, The George Washington University, NACE, and the American College Personnel Association (ACPA), all motivated around helping more students land great careers.<br> </p><p><u>Suzy Welch</u></p><p>An award-winning NYU Stern School of Business professor, tech entrepreneur, and three-time New York Times best-selling author, Suzy Welch is known for imparting warmth and wisdom about business and culture, captivating an enthusiastic and expanding audience.</p><p>Over the course of her multifaceted 40-year career, Suzy has been a crime reporter in Miami, a consultant at Bain &amp; Co., and a columnist for O: The Oprah Magazine. A graduate of Harvard University and Harvard Business School, she has been (and remains) a frequent guest of the Today Show and an op-ed contributor to the Wall Street Journal. But Suzy Welch’s greatest passion is in the classroom at NYU Stern School of Business, where she teaches two acclaimed classes, “Becoming You: Crafting the Authentic Life You Want and Need,” and “Developing Managerial Skills.” She is also the director of the NYU | Stern Initiative on Purpose and Flourishing, and a CEO advisor at The Brunswick Group. </p><p>This session will be recorded and available on Handshake's blog and YouTube channel after the event. You can also find past recordings on our website: <a target=""_blank"" href=""https://joinhandshake.com/students/events/"">https://joinhandshake.com/students/events/</a><br> </p>",https://app.joinhandshake.com/stu/events/1647859
